Species,Plot,Observers,Date,Intersection,Height(cm),BasalDiam(cm),Distance (m)
Kalmia angustifolia,CS_28,IR & GR,2019-07-28,N3,57,0.4,0.2
Kalmia angustifolia,CS_28,IR & GR,2019-07-28,N4,57,0.5,0.28
Kalmia angustifolia,CS_28,IR & GR,2019-07-28,N5,51,0.3,0.35
Rhododendron groenlandicum,CS_28,IR & GR,2019-07-28,N1,64,0.6,0.45
Rhododendron groenlandicum,CS_28,IR & GR,2019-07-28,N2,55,0.4,0.64
Rhododendron groenlandicum,CS_28,IR & GR,2019-07-28,N3,52,0.4,1.13
Rhododendron groenlandicum,CS_28,IR & GR,2019-07-28,N4,45,0.4,1.17
Rhododendron groenlandicum,CS_28,IR & GR,2019-07-28,N5,50,0.3,0.97
Amelanchier Spp.,CS_28,IR & GR,2019-07-28,N1,44,0.5,1.46
Amelanchier Spp.,CS_28,IR & GR,2019-07-28,N2,79,0.4,8.55
Amelanchier Spp.,CS_28,IR & GR,2019-07-28,N3,48,0.3,9.3
Amelanchier Spp.,CS_28,IR & GR,2019-07-28,N4,50,0.3,9.36
Amelanchier Spp.,CS_28,IR & GR,2019-07-28,N5,56,0.2,9.39
Vaccinium angustifolium ,CS_28,IR & GR,2019-07-28,N1,47,0.4,2.2
Picea maria,CS_28,IR & GR,2019-07-28,N1,77,1.8,4.16
Picea maria,CS_28,IR & GR,2019-07-28,N2,74,1.4,4.6
Picea maria,CS_28,IR & GR,2019-07-28,N3,46,0.5,5
Alnus inca,CS_28,IR & GR,2019-07-28,E1,79,0.4,0.68
Alnus inca,CS_28,IR & GR,2019-07-28,E2,63,0.3,0.7
Alnus inca,CS_28,IR & GR,2019-07-28,E3,83,0.9,1
Alnus inca,CS_28,IR & GR,2019-07-28,E4,112,0.8,0.98
Alnus inca,CS_28,IR & GR,2019-07-28,E5,87,0.9,1
Kalmia angustifolia,CS_28,IR & GR,2019-07-28,E1,66,0.5,0.5
Kalmia angustifolia,CS_28,IR & GR,2019-07-28,E2,83,0.9,1
Kalmia angustifolia,CS_28,IR & GR,2019-07-28,E3,47,0.3,3
Kalmia angustifolia,CS_28,IR & GR,2019-07-28,E4,48,0.4,2.85
Kalmia angustifolia,CS_28,IR & GR,2019-07-28,E5,47,0.2,2.96
Rhododendron groenlandicum,CS_28,IR & GR,2019-07-28,E1,42,0.3,1
Rhododendron groenlandicum,CS_28,IR & GR,2019-07-28,E2,47,0.3,0.93
Rubus idaeus,CS_28,IR & GR,2019-07-28,E1,40,0.2,7
Kalmia angustifolia,CS_28,IR & GR,2019-07-28,S1,43,0.4,0.06
Kalmia angustifolia,CS_28,IR & GR,2019-07-28,S2,59,0.4,0.2
Kalmia angustifolia,CS_28,IR & GR,2019-07-28,S3,54,0.6,0.02
Kalmia angustifolia,CS_28,IR & GR,2019-07-28,S4,69,0.7,0.09
Kalmia angustifolia,CS_28,IR & GR,2019-07-28,S5,71,0.6,0.23
Alnus inca,CS_28,IR & GR,2019-07-28,S1,70.5,0.4,0.11
Alnus inca,CS_28,IR & GR,2019-07-28,S2,167,0.9,0.06
Alnus inca,CS_28,IR & GR,2019-07-28,S3,114,0.7,0.28
Alnus inca,CS_28,IR & GR,2019-07-28,S4,123,0.6,0.23
Alnus inca,CS_28,IR & GR,2019-07-28,S5,98,0.5,0.12
Rhododendron groenlandicum,CS_28,IR & GR,2019-07-28,S1,50,0.3,4.94
Rhododendron groenlandicum,CS_28,IR & GR,2019-07-28,S2,51,0.2,5.06
Rhododendron groenlandicum,CS_28,IR & GR,2019-07-28,S3,54,0.4,5.13
Rhododendron groenlandicum,CS_28,IR & GR,2019-07-28,S4,66,0.5,5.19
Rhododendron groenlandicum,CS_28,IR & GR,2019-07-28,S5,54,0.3,5.27
Rubus idaeus,CS_28,IR & GR,2019-07-28,S1,54.5,0.3,5.03
Rubus idaeus,CS_28,IR & GR,2019-07-28,S2,45,0.3,8.88
Larix larici,CS_28,IR & GR,2019-07-28,S1,40,0.3,0.15
Alnus inca,CS_28,IR & GR,2019-07-28,W1,113.5,0.6,0.5
Alnus inca,CS_28,IR & GR,2019-07-28,W2,75,0.6,0.62
Alnus inca,CS_28,IR & GR,2019-07-28,W3,71,0.4,0.88
Alnus inca,CS_28,IR & GR,2019-07-28,W4,109,0.8,0.8
Alnus inca,CS_28,IR & GR,2019-07-28,W5,133,0.8,0.69
Kalmia angustifolia,CS_28,IR & GR,2019-07-28,W1,47,0.4,0.67
Kalmia angustifolia,CS_28,IR & GR,2019-07-28,W2,46.5,0.3,0.71
Kalmia angustifolia,CS_28,IR & GR,2019-07-28,W3,53.5,0.4,0.88
Kalmia angustifolia,CS_28,IR & GR,2019-07-28,W4,45,0.3,0.87
Kalmia angustifolia,CS_28,IR & GR,2019-07-28,W5,44.5,0.3,0.98
Rubus idaeus,CS_28,IR & GR,2019-07-28,W1,60,0.4,9.5
Sorbus america,CS_29,YW & AM,2019-07-13,N1,43,0.5,5.3
Sorbus america,CS_29,YW & AM,2019-07-13,N2,41,0.5,5.7
Kalmia angustifolia,CS_29,YW & AM,2019-07-13,N1,43,0.25,6.7
Picea glauca,CS_29,YW & AM,2019-07-13,E1,113,2.5,9.7
Aralia nudicaulis,CS_30,IR & GR,2019-07-30,N1,43,0.2,0.53
Aralia nudicaulis,CS_30,IR & GR,2019-07-30,N2,41,0.3,1.39
Aralia nudicaulis,CS_30,IR & GR,2019-07-30,E1,43,0.3,0.95
Aralia nudicaulis,CS_30,IR & GR,2019-07-30,E2,41,0.2,1.1
Vaccinium angustifolium ,CS_30,IR & GR,2019-07-30,E1,41,0.5,7.24
Aralia nudicaulis,CS_30,IR & GR,2019-07-30,W1,42,0.3,0.86
Aralia nudicaulis,CS_30,IR & GR,2019-07-30,W2,40,0.5,3.75
Kalmia angustifolia,CS_30,IR & GR,2019-07-30,W1,46,0.3,5.09
Kalmia angustifolia,CS_30,IR & GR,2019-07-30,W2,48,0.4,5.04
Kalmia angustifolia,CS_30,IR & GR,2019-07-30,W3,50,0.3,6
Kalmia angustifolia,CS_30,IR & GR,2019-07-30,W4,42,0.3,6.05
Kalmia angustifolia,CS_30,IR & GR,2019-07-30,W5,50,0.4,6.5
Alnus inca,CS_31,IR & GR,2019-07-20,S1,150,1.8,9.1
Dryopteris carthusia,CS_31,IR & GR,2019-07-20,N1,41,0.2,5.3
Aralia nudicaulis,CS_32,IR & GR,2019-07-27,N1,46,0.6,0.96
Aralia nudicaulis,CS_32,IR & GR,2019-07-27,N2,44,0.5,1.6
Kalmia angustifolia,CS_32,IR & GR,2019-07-27,N1,40,0.2,7.73
Kalmia angustifolia,CS_32,IR & GR,2019-07-27,N2,52,0.2,8.13
Kalmia angustifolia,CS_32,IR & GR,2019-07-27,N3,40,0.2,8.2
Kalmia angustifolia,CS_32,IR & GR,2019-07-27,N4,41,0.2,8.98
Vaccinium angustifolium ,CS_32,IR & GR,2019-07-27,E1,41,0.2,6.3
Vaccinium angustifolium ,CS_32,IR & GR,2019-07-27,E2,42,0.3,7.35
Aralia nudicaulis,CS_32,IR & GR,2019-07-27,W1,40,0.4,7.59
Vaccinium angustifolium ,CS_32,IR & GR,2019-07-27,W2,45,0.3,3.26
Betula papyrifera,CS_33,IR & GR,2019-07-16,E1,45,0.2,9.13
Vaccinium angustifolium ,CS_33,IR & GR,2019-07-16,W1,44,0.3,5.57
UK 1,CS_33,IR & GR,2019-07-16,W1,43,0.3,6
Kalmia angustifolia,CS_33,IR & GR,2019-07-16,W1,44,0.5,9.86
Betula papyrifera,CS_34,IR & GR,2019-07-13,N1,56,0.9,3.16
Dryopteris intermedia,CS_34,IR & GR,2019-07-13,N1,42.5,0.1,4.6
Dryopteris intermedia,CS_34,IR & GR,2019-07-13,N2,48,0.1,5.04
UK FERN 2,CS_34,IR & GR,2019-07-13,N1,59.5,0.2,5.31
UK FERN 2,CS_34,IR & GR,2019-07-13,N2,50,0.2,5.41
Dryopteris intermedia,CS_34,IR & GR,2019-07-13,E1,41,0.1,5.74
Aralia nudicaulis,CS_34,IR & GR,2019-07-13,E1,42,0.4,7.33
Aralia nudicaulis,CS_34,IR & GR,2019-07-13,E2,43,0.9,8.37
Aralia nudicaulis,CS_34,IR & GR,2019-07-13,S1,45,0.3,5.51
Aralia nudicaulis,CS_34,IR & GR,2019-07-13,S2,44,0.5,7.07
Aralia nudicaulis,CS_34,IR & GR,2019-07-13,S3,43,0.4,7.64
Dryopteris intermedia,CS_34,IR & GR,2019-07-13,W1,44,0.1,4.3
Vaccinium angustifolium ,CS_35,IR & GR,2019-07-29,W1,41,0.4,3.8
Vaccinium angustifolium ,CS_35,IR & GR,2019-07-29,W2,42,0.4,4.08
Vaccinium angustifolium ,CS_35,IR & GR,2019-07-29,W3,40,0.2,4.54
Vaccinium angustifolium ,CS_35,IR & GR,2019-07-29,W4,41,0.2,4.58
Rhododendron groenlandicum,CS_35,IR & GR,2019-07-29,W1,63,0.4,4.06
Rhododendron groenlandicum,CS_35,IR & GR,2019-07-29,W2,40,0.2,4.35
Rhododendron groenlandicum,CS_35,IR & GR,2019-07-29,W3,54.5,0.3,4.74
Rhododendron groenlandicum,CS_35,IR & GR,2019-07-29,W4,40,0.3,4.6
Rhododendron groenlandicum,CS_35,IR & GR,2019-07-29,W5,87,0.3,4.9
Sorbus america,CS_36,IR & GR,2019-07-14,N1,69,0.9,8.25
Viburnum Spp.,CS_36,IR & GR,2019-07-14,E1,48,0.5,4.32
Alnus inca,CS_37,IR & GR,2019-07-25,N1,50,0.5,0.92
Alnus inca,CS_37,IR & GR,2019-07-25,N2,87,1.1,1.05
Alnus inca,CS_37,IR & GR,2019-07-25,N3,121,1.2,1.3
Alnus inca,CS_37,IR & GR,2019-07-25,N4,90,0.8,1.31
Alnus inca,CS_37,IR & GR,2019-07-25,N5,113.5,1.6,1.32
Osmundastrum cinmomea,CS_37,IR & GR,2019-07-25,N1,43.5,0.3,4.03
Osmundastrum cinmomea,CS_37,IR & GR,2019-07-25,N2,50,0.3,4.19
Osmundastrum cinmomea,CS_37,IR & GR,2019-07-25,N3,55,0.3,4.36
Osmundastrum cinmomea,CS_37,IR & GR,2019-07-25,N4,59,0.3,4.4
Osmundastrum cinmomea,CS_37,IR & GR,2019-07-25,N5,76,0.4,4.55
Rhododendron groenlandicum,CS_37,IR & GR,2019-07-25,N1,40,0.3,2.2
Rhododendron groenlandicum,CS_37,IR & GR,2019-07-25,N2,43,0.3,4.44
Rhododendron groenlandicum,CS_37,IR & GR,2019-07-25,N3,40,0.3,4.81
Rhododendron groenlandicum,CS_37,IR & GR,2019-07-25,N4,43,0.4,7.44
Rhododendron groenlandicum,CS_37,IR & GR,2019-07-25,N5,70,0.3,7.62
Larix larici,CS_37,IR & GR,2019-07-25,N1,155,3.9,2.54
Larix larici,CS_37,IR & GR,2019-07-25,N2,80,2.4,4.53
Larix larici,CS_37,IR & GR,2019-07-25,N3,69,1.7,4.82
Picea maria,CS_37,IR & GR,2019-07-25,N1,52,1.5,4.12
Picea maria,CS_37,IR & GR,2019-07-25,N2,183,3,6.78
Kalmia angustifolia,CS_37,IR & GR,2019-07-25,N1,48,0.3,7.74
Amelanchier Spp.,CS_37,IR & GR,2019-07-25,N1,45,0.2,6.13
Viburnum Spp.,CS_37,IR & GR,2019-07-25,N1,49,0.3,7.6
Alnus inca,CS_37,IR & GR,2019-07-25,E1,42,0.3,0.9
Alnus inca,CS_37,IR & GR,2019-07-25,E2,164,1.4,1.32
Alnus inca,CS_37,IR & GR,2019-07-25,E3,62,0.3,5.14
Alnus inca,CS_37,IR & GR,2019-07-25,E4,105,1.3,6.5
Alnus inca,CS_37,IR & GR,2019-07-25,E5,108,0.9,8.73
Osmundastrum cinmomea,CS_37,IR & GR,2019-07-25,E1,59,0.2,1.6
Osmundastrum cinmomea,CS_37,IR & GR,2019-07-25,E2,56,0.3,2.38
Osmundastrum cinmomea,CS_37,IR & GR,2019-07-25,E3,57,0.3,2.12
Osmundastrum cinmomea,CS_37,IR & GR,2019-07-25,E4,62,0.3,2.39
Osmundastrum cinmomea,CS_37,IR & GR,2019-07-25,E5,79,0.4,2.53
Rhododendron groenlandicum,CS_37,IR & GR,2019-07-25,E1,73.5,0.4,2.56
Rhododendron groenlandicum,CS_37,IR & GR,2019-07-25,E2,47,0.3,3.35
Rhododendron groenlandicum,CS_37,IR & GR,2019-07-25,E3,44,0.4,3.8
Rhododendron groenlandicum,CS_37,IR & GR,2019-07-25,E4,55,0.4,4.3
Rhododendron groenlandicum,CS_37,IR & GR,2019-07-25,E5,57,0.2,4.33
Kalmia angustifolia,CS_37,IR & GR,2019-07-25,E1,46,0.4,2.85
Kalmia angustifolia,CS_37,IR & GR,2019-07-25,E2,43,0.2,2.87
Kalmia angustifolia,CS_37,IR & GR,2019-07-25,E3,44,0.3,3.88
Kalmia angustifolia,CS_37,IR & GR,2019-07-25,E4,55,0.3,4.1
Kalmia angustifolia,CS_37,IR & GR,2019-07-25,E5,54,0.5,4
Picea maria,CS_37,IR & GR,2019-07-25,E1,116,2.2,1.6
Picea maria,CS_37,IR & GR,2019-07-25,E2,125,2,1.73
Picea maria,CS_37,IR & GR,2019-07-25,E3,125,2.5,1.75
Picea maria,CS_37,IR & GR,2019-07-25,E4,102,1.9,1.77
Picea maria,CS_37,IR & GR,2019-07-25,E5,81,2.2,5.7
Larix larici,CS_37,IR & GR,2019-07-25,E1,75,2,8.07
Larix larici,CS_37,IR & GR,2019-07-25,E2,88,2.5,10
Cornus stolonifera,CS_37,IR & GR,2019-07-25,E1,40,0.3,5
Chamaedaphne calyculata,CS_37,IR & GR,2019-07-25,E1,46,0.3,8.25
Larix larici,CS_37,IR & GR,2019-07-25,W1,40,0.6,4.42
Larix larici,CS_37,IR & GR,2019-07-25,W2,40,0.5,5.2
Alnus inca,CS_37,IR & GR,2019-07-25,W1,47,0.5,5.3
Picea maria,CS_38,IR & GR,2019-07-22,S1,176,1.7,6.75
Picea maria,CS_38,IR & GR,2019-07-22,S2,97,1,6.87
Aralia nudicaulis,CS_38,IR & GR,2019-07-22,W1,40,0.3,5.8
Aralia nudicaulis,CS_38,IR & GR,2019-07-22,W2,42.5,0.5,6.14
Aralia nudicaulis,CS_38,IR & GR,2019-07-22,W3,41,0.2,6.6
Aralia nudicaulis,CS_38,IR & GR,2019-07-22,W4,43,0.4,6.4
Aralia nudicaulis,CS_38,IR & GR,2019-07-22,W5,41,0.2,7
Kalmia angustifolia,CS_39,IR & GR,2019-07-24,N1,43,0.2,8.8
Kalmia angustifolia,CS_39,IR & GR,2019-07-24,N2,50,0.3,8.92
Kalmia angustifolia,CS_39,IR & GR,2019-07-24,N3,44,0.3,9.31
Kalmia angustifolia,CS_39,IR & GR,2019-07-24,N4,50,0.3,9.4
Kalmia angustifolia,CS_39,IR & GR,2019-07-24,N5,51,0.3,9.39
Vaccinium angustifolium ,CS_39,IR & GR,2019-07-24,N1,45,0.3,3.5
Kalmia angustifolia,CS_39,IR & GR,2019-07-24,E1,40,0.4,7.3
Kalmia angustifolia,CS_39,IR & GR,2019-07-24,E2,43,0.4,8.03
Kalmia angustifolia,CS_39,IR & GR,2019-07-24,E3,42,0.3,8
Kalmia angustifolia,CS_39,IR & GR,2019-07-24,E4,52,0.4,8.4
Kalmia angustifolia,CS_39,IR & GR,2019-07-24,E5,51,0.4,8.63
Vaccinium angustifolium ,CS_39,IR & GR,2019-07-24,E1,42,0.3,2.5
Kalmia angustifolia,CS_39,IR & GR,2019-07-24,W1,52,0.2,3.82
Kalmia angustifolia,CS_39,IR & GR,2019-07-24,W2,71,0.3,3.86
Kalmia angustifolia,CS_39,IR & GR,2019-07-24,W3,45.5,0.2,3.87
Kalmia angustifolia,CS_39,IR & GR,2019-07-24,W4,45,0.2,3.9
Kalmia angustifolia,CS_39,IR & GR,2019-07-24,W5,56,0.3,4.73
Amelanchier Spp.,CS_39,IR & GR,2019-07-24,W1,52,0.6,7.77
Kalmia angustifolia,CS_40,IR & GR,2019-07-17,N1,40,0.2,0.35
Vaccinium angustifolium ,CS_40,IR & GR,2019-07-17,N1,47,0.4,8.26
Vaccinium angustifolium ,CS_40,IR & GR,2019-07-17,N2,47,0.3,8.8
Vaccinium angustifolium ,CS_40,IR & GR,2019-07-17,N3,48,0.3,8.93
Kalmia angustifolia,CS_40,IR & GR,2019-07-17,E1,51,0.2,8.4
Kalmia angustifolia,CS_40,IR & GR,2019-07-17,E2,50,0.2,8.86
Kalmia angustifolia,CS_40,IR & GR,2019-07-17,E3,130,0.7,8.9
Kalmia angustifolia,CS_40,IR & GR,2019-07-17,E4,52,0.2,8.96
Kalmia angustifolia,CS_40,IR & GR,2019-07-17,E5,53,0.2,9.96
Vaccinium angustifolium ,CS_40,IR & GR,2019-07-17,S1,43.5,0.4,5.54
Vaccinium angustifolium ,CS_40,IR & GR,2019-07-17,S2,43.5,0.2,5.24
Vaccinium angustifolium ,CS_40,IR & GR,2019-07-17,S3,40.5,0.3,5.98
Vaccinium angustifolium ,CS_40,IR & GR,2019-07-17,S4,43,0.4,5.84
Vaccinium angustifolium ,CS_40,IR & GR,2019-07-17,S5,41,0.1,6.25
Aralia nudicaulis,CS_40,IR & GR,2019-07-17,S1,61,0.6,9.15
Aralia nudicaulis,CS_40,IR & GR,2019-07-17,S2,48,0.5,9.23
Aralia nudicaulis,CS_40,IR & GR,2019-07-17,S3,46.5,0.5,9.4
Aralia nudicaulis,CS_40,IR & GR,2019-07-17,S4,41.5,0.5,9.94
Aralia nudicaulis,CS_40,IR & GR,2019-07-17,W1,43,0.7,9.53
Alnus inca,CS_41,IR & GR,2019-07-28,N1,179,1,0.74
Alnus inca,CS_41,IR & GR,2019-07-28,N2,142,1,1.05
Alnus inca,CS_41,IR & GR,2019-07-28,N3,143,1.4,1.08
Alnus inca,CS_41,IR & GR,2019-07-28,N4,76,0.7,1.73
Alnus inca,CS_41,IR & GR,2019-07-28,N5,63,0.9,1.79
Cornus stolonifera,CS_41,IR & GR,2019-07-28,N1,63,0.4,0.53
Cornus stolonifera,CS_41,IR & GR,2019-07-28,N2,45,0.5,0.7
Cornus stolonifera,CS_41,IR & GR,2019-07-28,N3,47,0.5,0.71
Cornus stolonifera,CS_41,IR & GR,2019-07-28,N4,45,0.5,1.12
Athyrium filix-femi,CS_41,IR & GR,2019-07-28,N1,42,0.2,6.76
Rubus idaeus,CS_41,IR & GR,2019-07-28,N1,57,0.3,6.7
Rubus idaeus,CS_41,IR & GR,2019-07-28,N2,50,0.3,6.9
Rubus idaeus,CS_41,IR & GR,2019-07-28,N3,63,0.3,6.88
Rubus idaeus,CS_41,IR & GR,2019-07-28,N4,74,0.4,7.03
Rubus idaeus,CS_41,IR & GR,2019-07-28,N5,48,0.2,7.31
Viburnum edule,CS_41,IR & GR,2019-07-28,N1,42,0.2,7.17
Viburnum edule,CS_41,IR & GR,2019-07-28,N2,45,0.4,8.13
Viburnum edule,CS_41,IR & GR,2019-07-28,N3,43,0.2,8.64
Viburnum edule,CS_41,IR & GR,2019-07-28,N4,43,0.2,8.86
Alnus inca,CS_41,IR & GR,2019-07-28,E1,45,0.2,2.2
Alnus inca,CS_41,IR & GR,2019-07-28,E2,56,0.4,3.26
Alnus inca,CS_41,IR & GR,2019-07-28,E3,56,0.4,3.95
Alnus inca,CS_41,IR & GR,2019-07-28,E4,46,0.3,3.8
Alnus inca,CS_41,IR & GR,2019-07-28,E5,120,0.9,3.93
Betula papyrifera,CS_41,IR & GR,2019-07-28,E1,43,0.3,1.14
Betula papyrifera,CS_41,IR & GR,2019-07-28,E2,44,0.2,1.58
Rubus idaeus,CS_41,IR & GR,2019-07-28,E1,45,0.2,4.02
Kalmia angustifolia,CS_41,IR & GR,2019-07-28,E1,45,0.2,5.16
Sorbus america,CS_41,IR & GR,2019-07-28,E1,50,0.3,8.1
Sorbus america,CS_41,IR & GR,2019-07-28,E2,41,0.2,8.32
Alnus inca,CS_41,IR & GR,2019-07-28,S1,187,1.1,0.59
Alnus inca,CS_41,IR & GR,2019-07-28,S2,139,0.6,0.5
Alnus inca,CS_41,IR & GR,2019-07-28,S3,183,0.8,0.65
Alnus inca,CS_41,IR & GR,2019-07-28,S4,190,0.7,0.69
Alnus inca,CS_41,IR & GR,2019-07-28,S5,156,1,0.94
Rubus idaeus,CS_41,IR & GR,2019-07-28,S1,47,0.3,1.1
Rubus idaeus,CS_41,IR & GR,2019-07-28,S2,45,0.2,0.86
Rubus idaeus,CS_41,IR & GR,2019-07-28,S3,54,0.2,3.19
Rubus idaeus,CS_41,IR & GR,2019-07-28,S4,54.5,0.3,4.93
Amelanchier Spp.,CS_41,IR & GR,2019-07-28,S1,50.5,0.4,4.23
Amelanchier Spp.,CS_41,IR & GR,2019-07-28,S2,40,0.3,4.98
Kalmia angustifolia,CS_41,IR & GR,2019-07-28,S1,40,0.3,5.11
Picea maria,CS_41,IR & GR,2019-07-28,S1,182,2.3,7.09
Alnus inca,CS_41,IR & GR,2019-07-28,W1,184,1,0.66
Alnus inca,CS_41,IR & GR,2019-07-28,W2,108,0.7,0.96
Alnus inca,CS_41,IR & GR,2019-07-28,W3,160,1.5,1.86
Alnus inca,CS_41,IR & GR,2019-07-28,W4,92,0.7,2.06
Alnus inca,CS_41,IR & GR,2019-07-28,W5,94,0.5,2.14
Athyrium filix-femi,CS_41,IR & GR,2019-07-28,W1,57,0.2,5.3
Athyrium filix-femi,CS_41,IR & GR,2019-07-28,W2,40,0.2,5.64
Kalmia angustifolia,CS_41,IR & GR,2019-07-28,W1,40,0.5,6.53
Amelanchier Spp.,CS_41,IR & GR,2019-07-28,W1,43.5,0.5,0.66
Picea maria,CS_41,IR & GR,2019-07-28,W1,55,0.4,5.7
Acer rubrum,CS_41,IR & GR,2019-07-28,W1,40,0.3,7.53
Kalmia angustifolia,CS_42,IR & GR,2019-07-13,N1,40,0.2,3.62
Kalmia angustifolia,CS_42,IR & GR,2019-07-13,N2,54,0.3,4
Kalmia angustifolia,CS_42,IR & GR,2019-07-13,N3,42,0.3,4
Kalmia angustifolia,CS_42,IR & GR,2019-07-13,N4,51,0.4,4.95
Kalmia angustifolia,CS_42,IR & GR,2019-07-13,N5,57,0.5,4.16
Alnus inca,CS_42,IR & GR,2019-07-13,N1,77,0.6,3.6
Alnus inca,CS_42,IR & GR,2019-07-13,N2,40,0.3,6.1
Alnus inca,CS_42,IR & GR,2019-07-13,N3,131.5,1.5,5.3
Picea maria,CS_42,IR & GR,2019-07-13,E1,171,2.7,3.62
Picea maria,CS_42,IR & GR,2019-07-13,E2,179,2.9,3.64
Aralia nudicaulis,CS_42,IR & GR,2019-07-13,E1,40,0.2,7.96
Alnus inca,CS_43,IR & GR,2019-07-26,N1,88,0.5,0.29
Alnus inca,CS_43,IR & GR,2019-07-26,N2,79,0.8,0.53
Alnus inca,CS_43,IR & GR,2019-07-26,N3,54.5,0.4,0.73
Alnus inca,CS_43,IR & GR,2019-07-26,N4,85,1.4,1.08
Ribes Spp.,CS_43,IR & GR,2019-07-26,N1,47,0.3,4.21
Dryopteris carthusia,CS_43,IR & GR,2019-07-26,N1,48,0.2,5.88
Alnus inca,CS_43,IR & GR,2019-07-26,E1,70,1,0.82
Alnus inca,CS_43,IR & GR,2019-07-26,E2,50,0.5,1.32
Alnus inca,CS_43,IR & GR,2019-07-26,E3,176,1.4,1.5
Alnus inca,CS_43,IR & GR,2019-07-26,E4,60,0.5,2.24
Alnus inca,CS_43,IR & GR,2019-07-26,E5,53,0.4,2.3
Sorbus america,CS_43,IR & GR,2019-07-26,E1,40,0.3,2.7
Kalmia angustifolia,CS_43,IR & GR,2019-07-26,E1,46,0.3,2.31
Picea maria,CS_43,IR & GR,2019-07-26,E1,156,2,5.8
Amelanchier Spp.,CS_43,IR & GR,2019-07-26,S1,42,0.5,3.96
Kalmia angustifolia,CS_43,IR & GR,2019-07-26,S1,40,0.1,5.2
Kalmia angustifolia,CS_43,IR & GR,2019-07-26,S2,41,0.3,5.15
Kalmia angustifolia,CS_43,IR & GR,2019-07-26,S3,45,0.2,5.24
Kalmia angustifolia,CS_43,IR & GR,2019-07-26,S4,60,0.3,5.1
Kalmia angustifolia,CS_43,IR & GR,2019-07-26,S5,62,0.3,5.48
Vaccinium angustifolium ,CS_43,IR & GR,2019-07-26,S1,42,0.4,5.4
Vaccinium angustifolium ,CS_43,IR & GR,2019-07-26,S2,48,0.4,5.36
Vaccinium angustifolium ,CS_43,IR & GR,2019-07-26,S3,40,0.3,5.47
Sorbus america,CS_43,IR & GR,2019-07-26,S1,55,0.6,6.29
Sorbus america,CS_43,IR & GR,2019-07-26,S2,71,0.4,6.35
Sorbus america,CS_43,IR & GR,2019-07-26,S3,44,0.3,6.29
Sorbus america,CS_43,IR & GR,2019-07-26,S1,45,0.3,6.64
Picea maria,CS_43,IR & GR,2019-07-26,W1,123,0.95,1.8
Picea maria,CS_43,IR & GR,2019-07-26,W2,121,0.9,1.43
Alnus inca,CS_43,IR & GR,2019-07-26,W1,146.5,0.4,1.36
Picea maria,CS_44,IR & GR,2019-07-23,N1,170,2.4,1.13
Picea maria,CS_44,IR & GR,2019-07-23,N2,185,2,2
Picea maria,CS_44,IR & GR,2019-07-23,N3,188,1.7,1.96
Picea maria,CS_44,IR & GR,2019-07-23,N4,175,2,2.04
Picea maria,CS_44,IR & GR,2019-07-23,N5,200,1.8,3.4
Kalmia angustifolia,CS_44,IR & GR,2019-07-23,N1,49,0.2,5.71
Kalmia angustifolia,CS_44,IR & GR,2019-07-23,N2,42,0.2,5.8
Kalmia angustifolia,CS_44,IR & GR,2019-07-23,N3,50,0.2,5.92
Kalmia angustifolia,CS_44,IR & GR,2019-07-23,N4,42,0.1,6.03
Kalmia angustifolia,CS_44,IR & GR,2019-07-23,N5,55,0.1,5.92
Amelanchier Spp.,CS_44,IR & GR,2019-07-23,N1,56,0.9,7
Amelanchier Spp.,CS_44,IR & GR,2019-07-23,N2,57,0.8,7.1
Amelanchier Spp.,CS_44,IR & GR,2019-07-23,N3,78,0.4,7.8
Amelanchier Spp.,CS_44,IR & GR,2019-07-23,N4,71,0.5,7.8
Amelanchier Spp.,CS_44,IR & GR,2019-07-23,N5,68,0.5,9.76
Alnus inca,CS_44,IR & GR,2019-07-23,S1,52,0.7,9.92
Picea glauca,CS_44,IR & GR,2019-07-23,W1,62.5,2.4,4.98
Amelanchier Spp.,CS_44,IR & GR,2019-07-23,W1,47,0.8,5.33
Vaccinium angustifolium ,CS_44,IR & GR,2019-07-23,W1,47,0.3,7.6
Vaccinium angustifolium ,CS_44,IR & GR,2019-07-23,W2,42,0.2,7.83
Sorbus america,CS_44,IR & GR,2019-07-23,W1,43,0.6,7.94
Kalmia angustifolia,CS_44,IR & GR,2019-07-23,W1,69.5,0.2,9.43
Amelanchier Spp.,CS_44,IR & GR,2019-07-23,W2,40,0.4,9.77
Alnus inca,CS_45,IR & GR,2019-07-19,N1,105,1.3,0.67
Alnus inca,CS_45,IR & GR,2019-07-19,N2,57,0.7,0.87
Alnus inca,CS_45,IR & GR,2019-07-19,N3,107,1,0.96
Alnus inca,CS_45,IR & GR,2019-07-19,N4,71,0.7,1.2
Alnus inca,CS_45,IR & GR,2019-07-19,N5,75,0.7,1.23
Rhododendron groenlandicum,CS_45,IR & GR,2019-07-19,N1,58,0.3,6.96
Rhododendron groenlandicum,CS_45,IR & GR,2019-07-19,N2,40,0.2,7.74
Rhododendron groenlandicum,CS_45,IR & GR,2019-07-19,N3,44,0.2,8.1
Alnus inca,CS_45,IR & GR,2019-07-19,E1,67,0.5,1.23
Alnus inca,CS_45,IR & GR,2019-07-19,E2,55,0.6,1.3
Alnus inca,CS_45,IR & GR,2019-07-19,E3,46,0.4,1.47
